"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 8141",2018,175,65,"French",88,69,74,66,94,75,74,64
"Student 8142",2018,172,65,"French",72,79,63,78,76,82,66,55
"Student 8143",2018,177,70,"Hindi",65,89,69,65,85,78,68,60
"Student 8144",2018,169,81,"Spanish",74,69,67,68,71,56,75,61
"Student 8145",2018,165,49,"Hindi",72,66,78,73,70,81,74,84
"Student 8146",2018,171,90,"French",59,59,67,89,91,65,53,67
"Student 8147",2018,177,87,"Hindi",84,97,70,85,81,96,87,81
"Student 8148",2018,168,63,"French",63,77,78,81,73,55,88,61
"Student 8149",2018,175,68,"Hindi",52,61,82,65,65,72,69,58
"Student 8150",2018,170,60,"Hindi",79,72,76,92,75,81,75,33
"Student 8151",2018,165,44,"French",70,62,59,58,80,78,79,68
"Student 8152",2018,167,63,"Spanish",54,74,71,65,61,66,70,49
"Student 8153",2018,175,78,"German",76,89,56,68,76,71,85,66
"Student 8154",2018,170,83,"French",68,69,69,56,60,67,61,59
"Student 8155",2018,173,63,"Hindi",68,100,63,66,70,84,91,71
"Student 8156",2018,167,56,"Spanish",91,88,68,63,85,56,64,68
"Student 8157",2018,175,71,"German",63,63,61,63,82,88,65,79
"Student 8158",2018,175,75,"French",75,43,79,68,91,83,72,86
"Student 8159",2018,169,85,"Spanish",56,68,71,82,77,90,81,77
"Student 8160",2018,176,83,"German",62,76,70,54,61,77,83,94
"Student 8161",2018,171,87,"German",78,55,74,62,85,62,91,46
"Student 8162",2018,173,64,"Hindi",56,64,80,67,52,55,69,53
"Student 8163",2018,171,71,"French",53,67,67,78,71,65,84,47
"Student 8164",2018,180,67,"Hindi",75,94,76,64,84,54,78,58
"Student 8165",2018,177,95,"Spanish",59,80,67,66,76,73,75,74
"Student 8166",2018,164,60,"Spanish",64,79,77,69,81,97,73,46
"Student 8167",2018,166,53,"Hindi",67,70,63,54,87,87,67,66
"Student 8168",2018,173,75,"German",61,85,74,58,74,79,59,78
"Student 8169",2018,170,57,"Spanish",65,89,74,70,47,64,85,63
"Student 8170",2018,171,76,"Spanish",76,65,60,66,64,88,67,53
"Student 8171",2018,172,61,"French",78,74,86,83,50,74,83,59
"Student 8172",2018,171,65,"Spanish",78,80,68,67,74,88,87,48
"Student 8173",2018,173,62,"Hindi",65,35,66,56,67,92,78,94
"Student 8174",2018,164,57,"French",57,100,58,62,70,42,84,54
"Student 8175",2018,171,85,"French",65,80,81,55,61,69,80,58
"Student 8176",2018,170,70,"Hindi",73,62,68,67,75,67,79,75
"Student 8177",2018,174,62,"Hindi",60,17,72,79,68,67,87,81
"Student 8178",2018,172,66,"German",88,89,80,74,70,73,78,91
"Student 8179",2018,177,81,"German",69,60,79,57,71,89,79,86
"Student 8180",2018,175,88,"German",73,76,70,60,90,82,87,90
"Student 8181",2018,178,63,"Hindi",75,71,61,66,75,76,64,66
"Student 8182",2018,165,67,"Hindi",84,100,66,75,68,91,68,70
"Student 8183",2018,172,88,"Spanish",76,87,65,61,84,70,76,41
"Student 8184",2018,165,81,"German",87,54,70,61,58,89,76,90
"Student 8185",2018,179,96,"Spanish",56,67,75,50,81,94,81,92
"Student 8186",2018,179,88,"French",73,55,62,62,61,84,64,49
"Student 8187",2018,175,85,"Spanish",77,82,74,80,99,93,62,32
"Student 8188",2018,171,90,"French",84,85,72,71,72,78,52,51
"Student 8189",2018,176,76,"Hindi",80,68,76,86,68,57,48,59
"Student 8190",2018,179,67,"Hindi",71,89,79,64,73,82,91,73
"Student 8191",2018,168,69,"Spanish",77,43,75,65,82,83,73,88
"Student 8192",2018,171,72,"German",67,33,56,68,66,76,61,65
"Student 8193",2018,178,82,"Hindi",66,46,70,74,66,76,70,83
"Student 8194",2018,172,80,"Hindi",60,66,75,74,90,74,78,52
"Student 8195",2018,172,71,"Spanish",68,81,68,64,62,66,85,87
"Student 8196",2018,179,80,"German",65,75,69,83,85,80,83,58
"Student 8197",2018,174,65,"German",78,50,73,71,73,65,69,94
"Student 8198",2018,175,75,"Spanish",82,60,72,69,68,77,74,71
"Student 8199",2018,171,62,"Hindi",63,77,55,60,57,76,61,67
"Student 8200",2018,176,80,"Hindi",72,79,71,55,76,86,69,65
"Student 8201",2018,169,71,"French",77,82,70,67,59,77,84,68
"Student 8202",2018,170,77,"French",61,90,67,50,79,67,71,56
"Student 8203",2018,167,60,"Spanish",77,71,56,61,89,76,80,83
"Student 8204",2018,165,81,"German",72,92,73,71,87,70,81,79
"Student 8205",2018,175,81,"French",88,79,63,69,78,84,81,87
"Student 8206",2018,166,73,"Spanish",67,81,91,75,66,66,74,36
"Student 8207",2018,172,61,"Hindi",91,53,80,65,56,72,82,38
"Student 8208",2018,175,95,"German",58,69,61,66,99,69,71,66
"Student 8209",2018,168,65,"German",56,80,74,55,75,63,81,65
"Student 8210",2018,165,64,"Spanish",67,92,54,65,69,64,72,68
"Student 8211",2018,178,85,"Hindi",69,52,77,69,72,81,70,52
"Student 8212",2018,161,48,"Hindi",70,66,62,82,66,75,75,65
"Student 8213",2018,172,80,"Hindi",58,100,66,56,75,49,73,65
"Student 8214",2018,169,70,"French",68,69,72,59,80,79,79,70
"Student 8215",2018,167,85,"French",79,67,73,73,53,60,78,49
"Student 8216",2018,183,80,"Hindi",55,71,71,62,85,82,61,77
"Student 8217",2018,179,85,"Hindi",74,73,68,60,76,79,69,51
"Student 8218",2018,174,64,"Hindi",70,88,69,73,74,80,89,72
"Student 8219",2018,168,67,"Hindi",76,73,68,62,70,71,79,65
"Student 8220",2018,175,83,"Hindi",72,82,64,58,62,82,58,56
"Student 8221",2018,170,65,"French",82,64,78,60,100,76,77,70
"Student 8222",2018,165,59,"Hindi",65,44,92,56,69,81,70,73
"Student 8223",2018,167,80,"German",72,76,69,79,71,95,89,66
"Student 8224",2018,169,77,"French",70,69,72,67,86,79,71,74
"Student 8225",2018,171,80,"Hindi",83,97,62,86,81,69,76,86
"Student 8226",2018,179,81,"French",83,78,78,58,65,68,86,67
"Student 8227",2018,168,52,"French",75,89,76,74,89,76,90,63
"Student 8228",2018,176,83,"Hindi",69,63,81,78,63,78,66,44
"Student 8229",2018,170,77,"Spanish",69,84,76,76,63,90,90,76
"Student 8230",2018,166,81,"Spanish",54,97,62,67,67,81,73,74
"Student 8231",2018,168,66,"Hindi",67,70,62,81,85,66,68,76
"Student 8232",2018,179,90,"French",74,85,71,77,80,60,68,69
"Student 8233",2018,179,75,"Hindi",68,70,62,88,80,62,71,76
"Student 8234",2018,175,92,"French",80,82,65,77,49,76,67,65
"Student 8235",2018,164,63,"Hindi",73,69,65,77,54,85,94,63
"Student 8236",2018,171,66,"French",58,57,71,66,70,61,75,74
"Student 8237",2018,175,88,"German",56,95,61,60,77,100,68,63
"Student 8238",2018,165,74,"Hindi",61,95,75,51,76,97,76,94
"Student 8239",2018,159,63,"French",67,79,62,80,76,69,84,81
"Student 8240",2018,163,55,"Spanish",64,70,60,82,63,90,69,65
"Student 8241",2018,171,70,"French",73,83,77,66,77,77,80,75
"Student 8242",2018,168,63,"Hindi",74,44,50,78,67,79,78,66
"Student 8243",2018,174,73,"Hindi",90,58,61,62,72,49,76,81
"Student 8244",2018,166,66,"German",87,54,67,57,83,71,86,76
"Student 8245",2018,171,71,"French",69,81,65,68,72,72,68,57
"Student 8246",2018,177,80,"German",64,80,81,69,88,66,73,92
"Student 8247",2018,160,74,"Spanish",85,85,63,66,73,62,65,55
"Student 8248",2018,177,68,"French",78,48,83,73,80,60,76,67
"Student 8249",2018,167,75,"French",80,73,75,74,76,77,66,68
"Student 8250",2018,169,69,"German",62,80,73,60,76,54,71,75
"Student 8251",2018,177,64,"German",70,71,70,68,79,78,67,42
"Student 8252",2018,176,49,"German",71,89,71,79,61,83,85,75
"Student 8253",2018,173,67,"Spanish",77,100,67,78,52,89,75,73
"Student 8254",2018,169,52,"Hindi",80,66,76,87,78,79,73,47
"Student 8255",2018,171,80,"Hindi",69,74,63,78,97,81,95,56
"Student 8256",2018,175,86,"Hindi",89,79,66,66,100,60,69,73
"Student 8257",2018,174,69,"German",72,82,82,76,100,63,63,86
"Student 8258",2018,172,80,"Spanish",60,89,71,67,88,81,74,80
"Student 8259",2018,179,69,"French",75,68,75,60,59,57,81,83
"Student 8260",2018,173,67,"Hindi",88,48,88,68,85,90,90,76
"Student 8261",2018,174,78,"German",61,68,74,68,68,63,75,60
"Student 8262",2018,163,68,"Hindi",74,54,68,62,55,81,80,49
"Student 8263",2018,172,74,"Hindi",62,74,79,72,54,76,63,61
"Student 8264",2018,180,61,"Hindi",57,71,59,74,64,93,72,64
"Student 8265",2018,171,76,"Spanish",72,96,78,70,89,64,74,61
"Student 8266",2018,174,80,"Spanish",68,70,66,72,77,65,92,94
"Student 8267",2018,175,72,"German",60,81,81,57,99,93,76,75
"Student 8268",2018,167,70,"Hindi",51,100,85,69,71,89,73,54
"Student 8269",2018,171,68,"French",61,55,77,81,96,64,71,59
"Student 8270",2018,174,66,"Hindi",59,82,61,65,78,51,79,57
"Student 8271",2018,174,65,"French",91,54,73,56,97,78,88,65
"Student 8272",2018,177,76,"German",77,63,79,86,77,93,76,64
"Student 8273",2018,171,58,"Spanish",77,70,71,75,76,77,75,94
"Student 8274",2018,173,89,"Hindi",50,45,56,78,46,76,77,85
"Student 8275",2018,173,92,"Hindi",69,81,79,69,76,77,81,53
"Student 8276",2018,173,93,"German",81,67,57,64,85,100,70,69
"Student 8277",2018,169,65,"French",55,69,65,64,80,88,59,78
"Student 8278",2018,166,74,"French",72,38,70,59,82,82,75,94
"Student 8279",2018,172,87,"German",71,63,81,62,58,95,70,46
"Student 8280",2018,173,69,"Spanish",63,70,70,76,84,73,81,37
"Student 8281",2018,173,93,"German",62,71,78,61,67,64,94,53
"Student 8282",2018,177,70,"Hindi",51,55,72,86,89,81,73,45
"Student 8283",2018,165,55,"French",69,60,68,74,72,72,67,66
"Student 8284",2018,171,59,"Hindi",83,61,60,54,82,74,90,53
"Student 8285",2018,179,73,"French",60,75,73,74,65,90,79,58
"Student 8286",2018,166,50,"Hindi",55,47,63,88,85,70,82,59
"Student 8287",2018,171,82,"Hindi",64,59,72,74,81,61,82,77
"Student 8288",2018,179,76,"Spanish",72,82,61,65,89,75,81,82
"Student 8289",2018,164,62,"Hindi",80,61,71,91,70,76,60,83
"Student 8290",2018,185,91,"Hindi",69,86,78,80,86,71,76,77
"Student 8291",2018,176,82,"French",62,84,66,76,75,92,73,55
"Student 8292",2018,176,92,"Hindi",62,92,72,69,66,62,76,66
"Student 8293",2018,162,43,"Hindi",62,77,77,70,73,95,59,78
"Student 8294",2018,169,67,"Spanish",66,50,65,64,70,85,95,77
"Student 8295",2018,172,84,"Hindi",72,81,65,49,94,72,69,53
"Student 8296",2018,176,80,"Spanish",72,79,68,92,70,78,77,74
"Student 8297",2018,173,62,"French",73,67,63,60,89,59,86,37
"Student 8298",2018,167,68,"German",58,52,77,64,90,63,64,53
"Student 8299",2018,171,80,"German",80,89,87,67,78,75,71,62
"Student 8300",2018,175,66,"French",84,67,66,82,93,69,52,91
"Student 8301",2018,171,67,"German",68,68,60,68,85,85,77,64
"Student 8302",2018,174,67,"French",50,73,67,63,49,61,68,76
"Student 8303",2018,166,82,"German",60,55,70,71,78,73,77,64
"Student 8304",2018,163,48,"German",69,50,55,66,59,81,72,77
"Student 8305",2018,173,80,"Hindi",77,38,82,66,78,72,62,77
"Student 8306",2018,172,55,"German",78,84,66,71,94,48,71,85
"Student 8307",2018,172,77,"Hindi",77,41,72,67,88,52,81,54
"Student 8308",2018,165,50,"French",63,80,65,82,69,71,72,79
"Student 8309",2018,177,88,"German",67,73,83,73,81,93,70,54
"Student 8310",2018,174,48,"Spanish",55,79,69,67,64,73,88,63
"Student 8311",2018,165,70,"German",58,78,75,82,89,85,75,70
"Student 8312",2018,167,59,"Spanish",64,84,59,60,84,58,71,77
"Student 8313",2018,163,59,"Hindi",73,23,70,66,87,77,60,64
"Student 8314",2018,177,83,"Hindi",77,100,66,65,72,76,84,77
"Student 8315",2018,180,72,"Hindi",59,69,71,73,74,76,72,47
"Student 8316",2018,171,66,"French",59,60,81,71,66,64,67,81
"Student 8317",2018,168,74,"German",70,31,73,61,79,60,81,88
"Student 8318",2018,180,76,"German",58,60,64,75,71,66,95,87
"Student 8319",2018,186,81,"Hindi",60,72,72,69,60,79,73,47
"Student 8320",2018,163,65,"Hindi",75,100,73,63,81,79,88,65
"Student 8321",2018,174,68,"Hindi",62,74,74,70,89,71,52,61
"Student 8322",2018,172,69,"Hindi",68,66,63,64,76,70,83,73
"Student 8323",2018,175,73,"French",73,100,76,61,82,98,72,80
"Student 8324",2018,170,62,"Hindi",58,47,69,83,68,90,74,63
"Student 8325",2018,158,40,"Hindi",65,52,79,62,62,78,89,79
"Student 8326",2018,177,67,"French",67,42,78,68,86,77,82,61
"Student 8327",2018,168,57,"Spanish",69,81,56,57,87,73,78,73
"Student 8328",2018,171,85,"German",60,59,68,62,82,68,60,54
"Student 8329",2018,165,56,"Hindi",74,66,74,65,61,66,81,50
"Student 8330",2018,180,81,"Spanish",75,73,60,67,50,75,80,74
"Student 8331",2018,175,85,"French",70,94,69,65,78,60,65,49
"Student 8332",2018,168,72,"Hindi",60,79,63,71,85,68,65,59
"Student 8333",2018,181,76,"French",72,73,79,62,60,60,71,78
"Student 8334",2018,176,78,"Hindi",66,68,58,64,75,82,76,64
"Student 8335",2018,167,61,"Spanish",72,76,71,48,76,64,69,55
"Student 8336",2018,169,54,"Hindi",76,76,79,64,80,64,70,77
"Student 8337",2018,175,75,"Hindi",68,42,53,87,64,65,77,61
"Student 8338",2018,173,90,"Spanish",82,81,81,67,79,74,68,81
"Student 8339",2018,171,84,"Spanish",67,72,56,50,53,88,74,74
"Student 8340",2018,171,72,"Spanish",74,91,75,78,48,98,77,66
"Student 8341",2018,169,72,"French",52,88,76,81,65,77,78,73
"Student 8342",2018,171,55,"German",79,67,67,74,83,71,76,52
"Student 8343",2018,173,76,"French",74,82,63,65,72,68,71,36
"Student 8344",2018,165,84,"Hindi",77,59,67,67,71,77,86,77
"Student 8345",2018,175,65,"French",77,79,68,66,90,75,65,44
"Student 8346",2018,172,62,"German",66,86,66,58,72,94,68,72
"Student 8347",2018,157,56,"German",75,84,77,71,88,69,78,84
"Student 8348",2018,172,66,"German",57,81,59,63,86,61,73,70
"Student 8349",2018,178,58,"German",57,75,82,71,63,87,66,80
"Student 8350",2018,173,85,"Hindi",72,49,57,65,87,69,76,63
"Student 8351",2018,170,80,"Hindi",74,75,74,67,70,91,69,31
"Student 8352",2018,172,73,"German",80,67,77,56,81,100,100,69
"Student 8353",2018,166,47,"Hindi",63,71,69,61,79,83,74,78
"Student 8354",2018,171,91,"German",60,69,86,59,80,58,91,44
"Student 8355",2018,176,69,"Spanish",56,55,74,86,44,84,71,94
"Student 8356",2018,178,86,"Hindi",85,77,77,68,73,63,68,83
"Student 8357",2018,178,85,"German",69,76,60,67,70,70,62,37
"Student 8358",2018,176,82,"Hindi",63,68,70,76,67,74,81,75
"Student 8359",2018,176,79,"Hindi",54,67,86,68,86,75,71,51
"Student 8360",2018,173,75,"Hindi",71,69,76,68,92,73,86,63
"Student 8361",2018,184,88,"French",68,60,58,64,35,74,80,68
"Student 8362",2018,168,72,"Spanish",89,81,69,69,61,67,67,64
"Student 8363",2018,173,73,"Hindi",91,67,65,64,87,70,77,37
"Student 8364",2018,171,65,"Spanish",65,71,79,58,97,72,60,61
"Student 8365",2018,171,54,"German",91,67,66,84,99,81,73,52
"Student 8366",2018,175,77,"Spanish",67,70,71,73,75,64,59,44
"Student 8367",2018,175,68,"German",71,100,76,71,94,78,88,73
"Student 8368",2018,167,62,"French",63,37,69,57,67,65,74,94
"Student 8369",2018,165,64,"Spanish",67,77,62,57,59,62,99,73
"Student 8370",2018,167,58,"Hindi",71,83,72,80,76,84,71,74
"Student 8371",2018,176,95,"Hindi",64,64,69,74,84,81,77,81
"Student 8372",2018,166,62,"Hindi",78,63,77,73,77,89,85,66
"Student 8373",2018,174,82,"French",80,78,60,39,58,95,85,60
"Student 8374",2018,168,77,"Hindi",57,63,78,64,69,69,78,59
"Student 8375",2018,170,62,"Spanish",61,53,67,78,79,69,73,86
"Student 8376",2018,167,71,"Hindi",59,100,67,55,67,81,69,62
"Student 8377",2018,174,78,"French",88,79,56,60,55,95,79,63
"Student 8378",2018,171,68,"German",71,81,72,69,81,79,84,49
"Student 8379",2018,172,85,"Hindi",62,57,62,63,65,65,87,70
"Student 8380",2018,173,68,"French",80,88,78,71,94,88,77,65
"Student 8381",2018,174,75,"French",69,55,76,66,69,72,76,49
"Student 8382",2018,166,58,"Hindi",75,86,76,74,78,65,67,64
"Student 8383",2018,172,91,"French",62,86,58,76,76,76,72,88
"Student 8384",2018,172,82,"German",60,83,84,64,47,74,77,65
"Student 8385",2018,173,77,"Hindi",61,60,71,48,89,67,79,68
"Student 8386",2018,169,83,"French",85,86,74,58,75,72,66,81
"Student 8387",2018,159,73,"Hindi",88,62,66,70,46,75,84,58
"Student 8388",2018,173,81,"Spanish",84,82,73,71,89,56,91,70
"Student 8389",2018,170,66,"French",73,58,79,66,100,83,74,73
"Student 8390",2018,165,68,"German",58,52,58,74,73,64,74,66
"Student 8391",2018,172,60,"French",69,66,72,51,66,67,56,84
"Student 8392",2018,178,55,"Hindi",62,65,72,66,79,86,84,79
"Student 8393",2018,168,77,"Hindi",61,70,85,71,100,100,79,54
"Student 8394",2018,171,74,"French",73,42,69,66,81,56,70,63
"Student 8395",2018,167,60,"Hindi",62,59,70,80,73,83,62,54
"Student 8396",2018,173,59,"Hindi",62,49,54,75,80,65,91,60
"Student 8397",2018,174,91,"Hindi",53,66,66,63,68,76,75,82
"Student 8398",2018,177,72,"French",66,83,70,63,81,86,71,72
"Student 8399",2018,176,86,"French",76,93,65,71,73,68,71,53
"Student 8400",2018,168,59,"Hindi",80,65,76,66,100,75,78,72
"Student 8401",2018,166,72,"French",87,70,59,73,93,83,76,74
"Student 8402",2018,170,63,"French",77,38,73,59,85,85,60,87
"Student 8403",2018,179,71,"German",80,79,78,62,79,96,62,64
"Student 8404",2018,172,69,"Hindi",73,84,75,56,71,67,66,87
"Student 8405",2018,171,66,"German",66,71,78,80,60,82,77,77
"Student 8406",2018,178,85,"German",71,80,77,75,86,78,84,84
"Student 8407",2018,166,76,"German",70,73,73,86,66,67,94,89
"Student 8408",2018,165,73,"French",90,89,84,72,61,68,75,71
"Student 8409",2018,176,70,"German",62,70,65,76,82,53,75,53
"Student 8410",2018,163,56,"Hindi",71,85,67,79,64,73,76,58
"Student 8411",2018,168,68,"Hindi",77,85,67,84,65,64,65,54
"Student 8412",2018,168,73,"Hindi",91,68,76,67,72,60,100,94
"Student 8413",2018,168,63,"French",68,88,73,60,88,78,79,64
"Student 8414",2018,168,55,"French",64,56,62,68,86,68,69,67
"Student 8415",2018,169,70,"French",71,65,70,66,75,68,49,50
"Student 8416",2018,173,67,"German",81,100,72,64,82,72,65,94
"Student 8417",2018,178,82,"Hindi",73,80,64,60,63,63,68,84
"Student 8418",2018,172,70,"French",79,84,74,76,74,69,94,85
"Student 8419",2018,176,67,"French",79,73,70,69,85,89,87,94
"Student 8420",2018,174,62,"Spanish",72,69,69,73,73,80,83,66
"Student 8421",2018,169,61,"German",63,66,69,73,100,82,83,66
"Student 8422",2018,178,73,"Spanish",82,83,44,73,70,76,79,50
"Student 8423",2018,170,69,"Spanish",62,78,68,56,67,82,66,94
"Student 8424",2018,171,75,"German",71,54,68,67,67,79,81,56
"Student 8425",2018,173,67,"German",71,62,64,80,73,53,90,85
"Student 8426",2018,176,76,"French",65,80,74,48,79,61,67,60
"Student 8427",2018,179,84,"French",78,76,71,65,74,72,77,67
"Student 8428",2018,180,81,"Hindi",78,61,73,52,78,77,65,74
"Student 8429",2018,178,90,"Hindi",75,40,67,74,74,77,75,61
"Student 8430",2018,172,63,"Spanish",57,51,75,68,96,84,74,63
"Student 8431",2018,170,60,"German",60,85,83,66,77,62,73,65
"Student 8432",2018,168,70,"Hindi",62,59,62,80,69,68,64,92
"Student 8433",2018,180,72,"French",73,90,88,70,75,91,80,63
"Student 8434",2018,173,73,"Spanish",68,67,62,61,53,72,77,53
"Student 8435",2018,172,73,"French",66,66,73,70,96,81,65,77
"Student 8436",2018,174,74,"French",91,99,72,87,81,94,72,62
"Student 8437",2018,174,60,"Hindi",75,51,62,55,68,83,88,73
"Student 8438",2018,171,62,"French",61,73,56,58,62,57,56,72
"Student 8439",2018,172,70,"German",67,77,62,77,86,50,94,62
"Student 8440",2018,173,77,"German",91,81,76,69,77,85,76,74
"Student 8441",2018,171,73,"German",65,84,68,62,80,75,86,51
"Student 8442",2018,171,65,"Hindi",58,69,69,73,79,59,76,70
"Student 8443",2018,163,44,"French",60,98,67,65,63,83,79,94
"Student 8444",2018,167,46,"German",89,84,71,72,81,63,78,51
"Student 8445",2018,170,69,"Hindi",77,71,76,71,75,75,65,74
"Student 8446",2018,170,57,"Hindi",71,85,75,64,52,76,66,69
"Student 8447",2018,162,72,"Hindi",67,88,61,60,74,73,97,94
"Student 8448",2018,174,73,"French",73,75,77,80,83,82,75,46
"Student 8449",2018,183,90,"German",69,77,79,64,67,78,79,69
"Student 8450",2018,163,60,"Hindi",65,86,82,68,85,68,80,87
"Student 8451",2018,168,74,"Hindi",73,38,66,60,65,96,82,53
"Student 8452",2018,176,70,"German",76,83,70,74,87,84,62,76
"Student 8453",2018,169,59,"Spanish",83,55,66,65,88,90,74,66
"Student 8454",2018,172,80,"French",65,56,74,70,78,82,69,56
"Student 8455",2018,168,59,"German",91,66,77,63,72,45,71,63
"Student 8456",2018,171,76,"French",50,100,69,76,100,79,77,76
"Student 8457",2018,171,66,"German",67,54,78,79,86,64,71,51
"Student 8458",2018,173,88,"Hindi",91,97,77,81,76,76,75,33
"Student 8459",2018,174,72,"German",63,65,68,65,88,77,71,74
"Student 8460",2018,174,87,"German",64,86,74,65,100,65,80,72
"Student 8461",2018,178,80,"German",60,77,64,78,73,72,68,57
"Student 8462",2018,168,73,"French",57,53,73,67,63,69,70,44
"Student 8463",2018,171,63,"French",63,48,67,67,72,75,85,53
"Student 8464",2018,170,86,"Hindi",68,57,82,53,78,73,77,69
"Student 8465",2018,174,77,"French",85,47,61,80,82,72,81,72
"Student 8466",2018,173,62,"Hindi",71,63,61,77,83,86,83,73
"Student 8467",2018,175,85,"French",67,74,70,71,49,66,57,55
"Student 8468",2018,177,80,"Hindi",72,63,86,75,80,55,70,94
"Student 8469",2018,172,54,"Hindi",80,73,71,74,86,68,70,74
"Student 8470",2018,183,99,"Hindi",68,84,70,66,66,67,79,84
"Student 8471",2018,174,44,"German",80,60,56,70,73,95,64,65
"Student 8472",2018,176,70,"German",71,56,75,73,87,83,85,70
"Student 8473",2018,174,72,"French",61,65,81,92,77,68,81,52
"Student 8474",2018,168,84,"Hindi",84,57,86,73,72,66,86,38
"Student 8475",2018,175,85,"Hindi",67,82,65,75,88,79,59,80
"Student 8476",2018,183,79,"Spanish",65,74,80,51,70,82,87,48
"Student 8477",2018,174,75,"Spanish",69,44,69,79,79,73,81,61
"Student 8478",2018,169,67,"Hindi",82,100,65,71,74,86,81,49
"Student 8479",2018,174,63,"German",64,80,66,76,62,80,57,57
"Student 8480",2018,170,76,"French",77,68,73,63,86,81,62,55
"Student 8481",2018,163,60,"German",76,86,70,62,68,65,84,65
"Student 8482",2018,174,71,"Spanish",81,46,68,40,74,69,61,57
"Student 8483",2018,175,80,"French",64,77,62,54,58,79,70,66
"Student 8484",2018,173,60,"French",61,89,74,65,75,79,73,53
"Student 8485",2018,181,82,"Hindi",67,81,77,69,66,83,62,75
"Student 8486",2018,177,79,"French",75,56,74,76,59,74,79,94
"Student 8487",2018,170,68,"German",69,81,86,70,60,45,79,58
"Student 8488",2018,170,65,"Hindi",75,76,61,71,69,81,58,59
"Student 8489",2018,178,67,"French",75,93,72,54,50,72,72,50
"Student 8490",2018,176,79,"Hindi",76,74,63,69,83,61,74,68
